Date,Country,State,City,Pure Gold,Standard Gold
01-02-2006,India,Maharashtra,Nagpur,768,711
01-03-2006,India,Maharashtra,Nagpur,770.5,713
01-04-2006,India,Maharashtra,Nagpur,784.5,726
01-05-2006,India,Maharashtra,Nagpur,782.5,725
01-06-2006,India,Maharashtra,Nagpur,776,719
01-07-2006,India,Maharashtra,Nagpur,787.5,729
01-09-2006,India,Maharashtra,Nagpur,790,732
01-10-2006,India,Maharashtra,Nagpur,791,732
01-11-2006,India,Maharashtra,Nagpur,788,730
01-12-2006,India,Maharashtra,Nagpur,789,731
1/13/2006,India,Maharashtra,Nagpur,790,732
1/16/2006,India,Maharashtra,Nagpur,802,743
1/17/2006,India,Maharashtra,Nagpur,812,752
1/18/2006,India,Maharashtra,Nagpur,799,740
1/19/2006,India,Maharashtra,Nagpur,803,744
1/20/2006,India,Maharashtra,Nagpur,810,750
1/21/2006,India,Maharashtra,Nagpur,808.5,749
1/23/2006,India,Maharashtra,Nagpur,808.5,749
1/24/2006,India,Maharashtra,Nagpur,809.5,750
1/25/2006,India,Maharashtra,Nagpur,812,752
1/27/2006,India,Maharashtra,Nagpur,814,754
1/28/2006,India,Maharashtra,Nagpur,813.5,753
1/30/2006,India,Maharashtra,Nagpur,815,755
1/31/2006,India,Maharashtra,Nagpur,821.5,761
02-01-2006,India,Maharashtra,Nagpur,819,758
02-02-2006,India,Maharashtra,Nagpur,824.5,763
02-03-2006,India,Maharashtra,Nagpur,829.5,768
02-04-2006,India,Maharashtra,Nagpur,828.5,767
02-06-2006,India,Maharashtra,Nagpur,830,769
02-07-2006,India,Maharashtra,Nagpur,830,769
02-08-2006,India,Maharashtra,Nagpur,803,744
02-09-2006,India,Maharashtra,Nagpur,815,755
02-10-2006,India,Maharashtra,Nagpur,814,754
02-11-2006,India,Maharashtra,Nagpur,804.5,745
2/13/2006,India,Maharashtra,Nagpur,798,739
2/14/2006,India,Maharashtra,Nagpur,788,730
2/15/2006,India,Maharashtra,Nagpur,797.5,738
2/16/2006,India,Maharashtra,Nagpur,789.5,731
2/17/2006,India,Maharashtra,Nagpur,796.5,738
2/18/2006,India,Maharashtra,Nagpur,805.5,746
2/20/2006,India,Maharashtra,Nagpur,806,746
2/21/2006,India,Maharashtra,Nagpur,805.5,746
2/22/2006,India,Maharashtra,Nagpur,807,747
2/23/2006,India,Maharashtra,Nagpur,807.5,748
2/24/2006,India,Maharashtra,Nagpur,805.5,746
2/25/2006,India,Maharashtra,Nagpur,814.5,754
2/27/2006,India,Maharashtra,Nagpur,813.5,753
2/28/2006,India,Maharashtra,Nagpur,813,753
03-01-2006,India,Maharashtra,Nagpur,819,758
03-02-2006,India,Maharashtra,Nagpur,818,757
03-03-2006,India,Maharashtra,Nagpur,824,763
03-04-2006,India,Maharashtra,Nagpur,824,763
03-06-2006,India,Maharashtra,Nagpur,825,764
03-07-2006,India,Maharashtra,Nagpur,814,754
03-08-2006,India,Maharashtra,Nagpur,807.5,748
03-09-2006,India,Maharashtra,Nagpur,802,743
03-10-2006,India,Maharashtra,Nagpur,802.5,743
03-11-2006,India,Maharashtra,Nagpur,795,736
3/13/2006,India,Maharashtra,Nagpur,798.5,739
3/14/2006,India,Maharashtra,Nagpur,799.5,740
3/15/2006,India,Maharashtra,Nagpur,808,748
3/16/2006,India,Maharashtra,Nagpur,807,747
3/17/2006,India,Maharashtra,Nagpur,808.5,749
3/18/2006,India,Maharashtra,Nagpur,809.5,750
3/20/2006,India,Maharashtra,Nagpur,811.5,751
3/21/2006,India,Maharashtra,Nagpur,808,748
3/22/2006,India,Maharashtra,Nagpur,808,748
3/23/2006,India,Maharashtra,Nagpur,806.5,747
3/24/2006,India,Maharashtra,Nagpur,806.5,747
3/25/2006,India,Maharashtra,Nagpur,817.5,757
3/27/2006,India,Maharashtra,Nagpur,820.5,760
3/28/2006,India,Maharashtra,Nagpur,826.5,765
3/29/2006,India,Maharashtra,Nagpur,822,761
3/30/2006,India,Maharashtra,Nagpur,838,776
3/31/2006,India,Maharashtra,Nagpur,848,785
04-01-2006,India,Maharashtra,Nagpur,842,780
04-03-2006,India,Maharashtra,Nagpur,847,784
04-04-2006,India,Maharashtra,Nagpur,852,789
04-05-2006,India,Maharashtra,Nagpur,852.5,789
04-06-2006,India,Maharashtra,Nagpur,866,802
04-07-2006,India,Maharashtra,Nagpur,874,809
04-08-2006,India,Maharashtra,Nagpur,869.5,805
04-10-2006,India,Maharashtra,Nagpur,878,813
04-12-2006,India,Maharashtra,Nagpur,886,820
4/13/2006,India,Maharashtra,Nagpur,889,823
4/15/2006,India,Maharashtra,Nagpur,899.5,833
4/17/2006,India,Maharashtra,Nagpur,903,836
4/18/2006,India,Maharashtra,Nagpur,922,854
4/19/2006,India,Maharashtra,Nagpur,931,862
4/20/2006,India,Maharashtra,Nagpur,958,887
4/21/2006,India,Maharashtra,Nagpur,922,854
4/22/2006,India,Maharashtra,Nagpur,945.5,876
4/24/2006,India,Maharashtra,Nagpur,942,872
4/25/2006,India,Maharashtra,Nagpur,932.5,863
4/26/2006,India,Maharashtra,Nagpur,940,870
4/27/2006,India,Maharashtra,Nagpur,947,877
4/28/2006,India,Maharashtra,Nagpur,945.5,876
4/29/2006,India,Maharashtra,Nagpur,968.5,897
05-02-2006,India,Maharashtra,Nagpur,993,900
05-04-2006,India,Maharashtra,Nagpur,983.5,911
05-06-2006,India,Maharashtra,Nagpur,1006.5,932
05-09-2006,India,Maharashtra,Nagpur,1006,932
05-10-2006,India,Maharashtra,Nagpur,1037.5,961
05-11-2006,India,Maharashtra,Nagpur,1049,971
05-12-2006,India,Maharashtra,Nagpur,1073,994
5/13/2006,India,Maharashtra,Nagpur,1061.5,983
5/15/2006,India,Maharashtra,Nagpur,1044.5,967
5/16/2006,India,Maharashtra,Nagpur,1022,946
5/17/2006,India,Maharashtra,Nagpur,1062.5,984
5/18/2006,India,Maharashtra,Nagpur,1031,955
5/19/2006,India,Maharashtra,Nagpur,1027,951
5/20/2006,India,Maharashtra,Nagpur,991.5,918
5/22/2006,India,Maharashtra,Nagpur,968,896
5/23/2006,India,Maharashtra,Nagpur,980,907
5/24/2006,India,Maharashtra,Nagpur,993.5,920
5/25/2006,India,Maharashtra,Nagpur,973,901
5/26/2006,India,Maharashtra,Nagpur,978,906
5/27/2006,India,Maharashtra,Nagpur,978.5,906
5/29/2006,India,Maharashtra,Nagpur,979,907
5/30/2006,India,Maharashtra,Nagpur,986,913
5/31/2006,India,Maharashtra,Nagpur,989,916
06-01-2006,India,Maharashtra,Nagpur,967,895
06-02-2006,India,Maharashtra,Nagpur,959.7,887
06-03-2006,India,Maharashtra,Nagpur,962.5,891
06-05-2006,India,Maharashtra,Nagpur,969,897
06-06-2006,India,Maharashtra,Nagpur,959,888
06-07-2006,India,Maharashtra,Nagpur,943,873
06-08-2006,India,Maharashtra,Nagpur,943,873
06-09-2006,India,Maharashtra,Nagpur,922,854
06-10-2006,India,Maharashtra,Nagpur,921.5,853
06-12-2006,India,Maharashtra,Nagpur,918,850
6/13/2006,India,Maharashtra,Nagpur,900,833
6/14/2006,India,Maharashtra,Nagpur,857.5,794
6/15/2006,India,Maharashtra,Nagpur,865.5,801
6/16/2006,India,Maharashtra,Nagpur,882,817
6/17/2006,India,Maharashtra,Nagpur,880,815
6/19/2006,India,Maharashtra,Nagpur,867.5,803
6/20/2006,India,Maharashtra,Nagpur,864,800
6/21/2006,India,Maharashtra,Nagpur,877,812
6/22/2006,India,Maharashtra,Nagpur,895,829
6/23/2006,India,Maharashtra,Nagpur,889,823
6/24/2006,India,Maharashtra,Nagpur,887,821
6/26/2006,India,Maharashtra,Nagpur,890,824
6/27/2006,India,Maharashtra,Nagpur,897.5,831
6/28/2006,India,Maharashtra,Nagpur,892,826
6/29/2006,India,Maharashtra,Nagpur,890,824
6/30/2006,India,Maharashtra,Nagpur,912,845
07-01-2006,India,Maharashtra,Nagpur,932,863
07-03-2006,India,Maharashtra,Nagpur,940,870
07-04-2006,India,Maharashtra,Nagpur,942.5,873
07-05-2006,India,Maharashtra,Nagpur,952.5,882
07-05-2006,India,Maharashtra,Nagpur,955.5,885
07-06-2006,India,Maharashtra,Nagpur,950.5,880
07-07-2006,India,Maharashtra,Nagpur,955.5,885
07-08-2006,India,Maharashtra,Nagpur,958,887
07-10-2006,India,Maharashtra,Nagpur,951.5,881
07-11-2006,India,Maharashtra,Nagpur,954,886
07-12-2006,India,Maharashtra,Nagpur,975,903
7/13/2006,India,Maharashtra,Nagpur,988,915
7/14/2006,India,Maharashtra,Nagpur,1008.5,934
7/15/2006,India,Maharashtra,Nagpur,1014,939
7/17/2006,India,Maharashtra,Nagpur,1030,954
7/18/2006,India,Maharashtra,Nagpur,999.5,926
7/19/2006,India,Maharashtra,Nagpur,969,897
7/20/2006,India,Maharashtra,Nagpur,984,911
7/21/2006,India,Maharashtra,Nagpur,967,895
7/22/2006,India,Maharashtra,Nagpur,958.5,888
7/24/2006,India,Maharashtra,Nagpur,955,884
7/26/2006,India,Maharashtra,Nagpur,953.5,883
7/27/2006,India,Maharashtra,Nagpur,967.5,896
7/28/2006,India,Maharashtra,Nagpur,969.5,898
7/29/2006,India,Maharashtra,Nagpur,973.5,901
7/31/2006,India,Maharashtra,Nagpur,976,904
08-01-2006,India,Maharashtra,Nagpur,973,901
08-02-2006,India,Maharashtra,Nagpur,990,917
08-03-2006,India,Maharashtra,Nagpur,996.5,923
08-04-2006,India,Maharashtra,Nagpur,990.5,917
08-05-2006,India,Maharashtra,Nagpur,991.5,918
08-07-2006,India,Maharashtra,Nagpur,994.5,921
08-08-2006,India,Maharashtra,Nagpur,991,918
08-09-2006,India,Maharashtra,Nagpur,981.5,909
08-10-2006,India,Maharashtra,Nagpur,992.5,919
08-11-2006,India,Maharashtra,Nagpur,984,911
08-12-2006,India,Maharashtra,Nagpur,973,901
8/14/2006,India,Maharashtra,Nagpur,967,895
8/16/2006,India,Maharashtra,Nagpur,963,892
8/17/2006,India,Maharashtra,Nagpur,967.5,896
8/18/2006,India,Maharashtra,Nagpur,944,874
8/19/2006,India,Maharashtra,Nagpur,943.5,874
8/21/2006,India,Maharashtra,Nagpur,953,882
8/22/2006,India,Maharashtra,Nagpur,963.5,892
8/23/2006,India,Maharashtra,Nagpur,958.5,888
8/24/2006,India,Maharashtra,Nagpur,957.5,887
8/25/2006,India,Maharashtra,Nagpur,957,886
8/26/2006,India,Maharashtra,Nagpur,958,887
8/28/2006,India,Maharashtra,Nagpur,956.5,886
8/29/2006,India,Maharashtra,Nagpur,949,879
8/30/2006,India,Maharashtra,Nagpur,945.5,876
8/31/2006,India,Maharashtra,Nagpur,953.5,883
09-01-2006,India,Maharashtra,Nagpur,960,889
09-02-2006,India,Maharashtra,Nagpur,959,888
09-04-2006,India,Maharashtra,Nagpur,957.5,887
09-05-2006,India,Maharashtra,Nagpur,959,888
09-06-2006,India,Maharashtra,Nagpur,967.5,896
09-07-2006,India,Maharashtra,Nagpur,963.5,892
09-08-2006,India,Maharashtra,Nagpur,938,869
09-09-2006,India,Maharashtra,Nagpur,932.5,863
09-11-2006,India,Maharashtra,Nagpur,911.5,844
09-12-2006,India,Maharashtra,Nagpur,912,845
9/13/2006,India,Maharashtra,Nagpur,889,823
9/14/2006,India,Maharashtra,Nagpur,903,836
9/15/2006,India,Maharashtra,Nagpur,881.5,816
9/16/2006,India,Maharashtra,Nagpur,884,819
9/18/2006,India,Maharashtra,Nagpur,886,820
9/19/2006,India,Maharashtra,Nagpur,891.5,826
9/20/2006,India,Maharashtra,Nagpur,875.5,811
9/21/2006,India,Maharashtra,Nagpur,880,815
9/22/2006,India,Maharashtra,Nagpur,894.5,828
9/23/2006,India,Maharashtra,Nagpur,892.5,826
9/25/2006,India,Maharashtra,Nagpur,891.5,826
9/26/2006,India,Maharashtra,Nagpur,898,832
9/27/2006,India,Maharashtra,Nagpur,904,837
9/28/2006,India,Maharashtra,Nagpur,913,845
9/29/2006,India,Maharashtra,Nagpur,913.5,846
9/30/2006,India,Maharashtra,Nagpur,908,841
10-03-2006,India,Maharashtra,Nagpur,897.5,831
10-04-2006,India,Maharashtra,Nagpur,871.5,807
10-05-2006,India,Maharashtra,Nagpur,855.5,792
10-06-2006,India,Maharashtra,Nagpur,863,799
10-07-2006,India,Maharashtra,Nagpur,868,804
10-09-2006,India,Maharashtra,Nagpur,875,810
10-10-2006,India,Maharashtra,Nagpur,876,811
10-11-2006,India,Maharashtra,Nagpur,865,801
10-12-2006,India,Maharashtra,Nagpur,867,803
10/14/2006,India,Maharashtra,Nagpur,886.5,821
10/16/2006,India,Maharashtra,Nagpur,889,823
10/17/2006,India,Maharashtra,Nagpur,893,827
10/18/2006,India,Maharashtra,Nagpur,889.5,824
10/19/2006,India,Maharashtra,Nagpur,880,815
10/20/2006,India,Maharashtra,Nagpur,897,831
10/23/2006,India,Maharashtra,Nagpur,883,818
10/24/2006,India,Maharashtra,Nagpur,871,807
10/25/2006,India,Maharashtra,Nagpur,873,808
10/26/2006,India,Maharashtra,Nagpur,886,820
10/27/2006,India,Maharashtra,Nagpur,886.5,821
10/28/2006,India,Maharashtra,Nagpur,895,829
10/30/2006,India,Maharashtra,Nagpur,900.5,834
10/31/2006,India,Maharashtra,Nagpur,892,826
11-01-2006,India,Maharashtra,Nagpur,902,835
11-02-2006,India,Maharashtra,Nagpur,913,845
11-03-2006,India,Maharashtra,Nagpur,922,854
11-04-2006,India,Maharashtra,Nagpur,927.5,859
11-07-2006,India,Maharashtra,Nagpur,924,856
11-08-2006,India,Maharashtra,Nagpur,923,855
11-09-2006,India,Maharashtra,Nagpur,910.5,843
11-10-2006,India,Maharashtra,Nagpur,929,860
11-11-2006,India,Maharashtra,Nagpur,925,857
11/13/2006,India,Maharashtra,Nagpur,929,860
11/14/2006,India,Maharashtra,Nagpur,925,857
11/15/2006,India,Maharashtra,Nagpur,927,858
11/16/2006,India,Maharashtra,Nagpur,926.5,858
11/17/2006,India,Maharashtra,Nagpur,916.5,849
11/18/2006,India,Maharashtra,Nagpur,920,852
11/20/2006,India,Maharashtra,Nagpur,921.5,853
11/21/2006,India,Maharashtra,Nagpur,922,854
11/22/2006,India,Maharashtra,Nagpur,926,857
11/23/2006,India,Maharashtra,Nagpur,929.5,861
11/24/2006,India,Maharashtra,Nagpur,934,865
11/25/2006,India,Maharashtra,Nagpur,938.5,869
11/27/2006,India,Maharashtra,Nagpur,940,870
11/28/2006,India,Maharashtra,Nagpur,941,871
11/29/2006,India,Maharashtra,Nagpur,941,871
11/30/2006,India,Maharashtra,Nagpur,939,870
12-01-2006,India,Maharashtra,Nagpur,947,877
12-02-2006,India,Maharashtra,Nagpur,947,877
12-04-2006,India,Maharashtra,Nagpur,947.5,877
12-05-2006,India,Maharashtra,Nagpur,947,877
12-06-2006,India,Maharashtra,Nagpur,935.5,866
12-07-2006,India,Maharashtra,Nagpur,930.5,862
12-08-2006,India,Maharashtra,Nagpur,930,861
12-09-2006,India,Maharashtra,Nagpur,924,856
12-11-2006,India,Maharashtra,Nagpur,925,857
12-12-2006,India,Maharashtra,Nagpur,928.5,860
12/13/2006,India,Maharashtra,Nagpur,926.5,858
12/14/2006,India,Maharashtra,Nagpur,925,857
12/15/2006,India,Maharashtra,Nagpur,923,855
12/16/2006,India,Maharashtra,Nagpur,909,842
12/18/2006,India,Maharashtra,Nagpur,912,845
12/19/2006,India,Maharashtra,Nagpur,910.5,843
12/20/2006,India,Maharashtra,Nagpur,914.5,847
12/21/2006,India,Maharashtra,Nagpur,915.5,848
12/22/2006,India,Maharashtra,Nagpur,911.5,844
12/23/2006,India,Maharashtra,Nagpur,912,845
12/25/2006,India,Maharashtra,Nagpur,913,845
12/26/2006,India,Maharashtra,Nagpur,917,849
12/27/2006,India,Maharashtra,Nagpur,917.5,850
12/28/2006,India,Maharashtra,Nagpur,918.5,851
12/29/2006,India,Maharashtra,Nagpur,925,857
12/30/2006,India,Maharashtra,Nagpur,930.5,862
01-01-2007,India,Maharashtra,Nagpur,930.5,862
01-02-2007,India,Maharashtra,Nagpur,932,864
01-03-2007,India,Maharashtra,Nagpur,935,866
01-04-2007,India,Maharashtra,Nagpur,908.4,842
01-05-2007,India,Maharashtra,Nagpur,902,836
01-06-2007,India,Maharashtra,Nagpur,881,816
01-08-2007,India,Maharashtra,Nagpur,883.5,819
01-09-2007,India,Maharashtra,Nagpur,891.5,826
01-10-2007,India,Maharashtra,Nagpur,887.5,822
01-11-2007,India,Maharashtra,Nagpur,891.5,826
01-12-2007,India,Maharashtra,Nagpur,892.5,827
1/13/2007,India,Maharashtra,Nagpur,908,841
1/16/2007,India,Maharashtra,Nagpur,906,839
1/17/2007,India,Maharashtra,Nagpur,903.5,837
1/18/2007,India,Maharashtra,Nagpur,915.5,848
1/19/2007,India,Maharashtra,Nagpur,909,842
1/20/2007,India,Maharashtra,Nagpur,917,850
1/22/2007,India,Maharashtra,Nagpur,916.5,849
1/23/2007,India,Maharashtra,Nagpur,918.5,851
1/24/2007,India,Maharashtra,Nagpur,928,860
1/25/2007,India,Maharashtra,Nagpur,932.5,864
1/27/2007,India,Maharashtra,Nagpur,932.5,864
1/29/2007,India,Maharashtra,Nagpur,930,862
1/30/2007,India,Maharashtra,Nagpur,928,860
1/31/2007,India,Maharashtra,Nagpur,931,863
02-01-2007,India,Maharashtra,Nagpur,938.5,870
02-02-2007,India,Maharashtra,Nagpur,942.5,873
02-03-2007,India,Maharashtra,Nagpur,933,865
02-05-2007,India,Maharashtra,Nagpur,933,865
02-06-2007,India,Maharashtra,Nagpur,933,865
02-07-2007,India,Maharashtra,Nagpur,939.5,871
02-08-2007,India,Maharashtra,Nagpur,934.5,866
02-09-2007,India,Maharashtra,Nagpur,944.5,875
02-10-2007,India,Maharashtra,Nagpur,953.5,884
02-12-2007,India,Maharashtra,Nagpur,953.5,884
2/13/2007,India,Maharashtra,Nagpur,953.5,884
2/14/2007,India,Maharashtra,Nagpur,959,889
2/15/2007,India,Maharashtra,Nagpur,958.5,888
2/16/2007,India,Maharashtra,Nagpur,957.5,887
2/17/2007,India,Maharashtra,Nagpur,959.5,889
2/19/2007,India,Maharashtra,Nagpur,963,892
2/20/2007,India,Maharashtra,Nagpur,962,891
2/21/2007,India,Maharashtra,Nagpur,949.5,880
2/22/2007,India,Maharashtra,Nagpur,971.5,900
2/23/2007,India,Maharashtra,Nagpur,970,899
2/24/2007,India,Maharashtra,Nagpur,976.5,905
2/26/2007,India,Maharashtra,Nagpur,980.5,909
2/27/2007,India,Maharashtra,Nagpur,980.5,909
2/28/2007,India,Maharashtra,Nagpur,970.5,899
03-01-2007,India,Maharashtra,Nagpur,969,898
03-02-2007,India,Maharashtra,Nagpur,953.5,884
03-03-2007,India,Maharashtra,Nagpur,939.5,861
03-05-2007,India,Maharashtra,Nagpur,930,862
03-06-2007,India,Maharashtra,Nagpur,933,865
03-07-2007,India,Maharashtra,Nagpur,934.5,866
03-08-2007,India,Maharashtra,Nagpur,944,875
03-09-2007,India,Maharashtra,Nagpur,944,875
03-10-2007,India,Maharashtra,Nagpur,939.5,871
03-12-2007,India,Maharashtra,Nagpur,940.5,871
3/13/2007,India,Maharashtra,Nagpur,936.5,868
3/14/2007,India,Maharashtra,Nagpur,929,861
3/15/2007,India,Maharashtra,Nagpur,930.5,862
3/16/2007,India,Maharashtra,Nagpur,933.5,865
3/17/2007,India,Maharashtra,Nagpur,938,869
3/19/2007,India,Maharashtra,Nagpur,942.5,873
3/20/2007,India,Maharashtra,Nagpur,937.5,869
3/21/2007,India,Maharashtra,Nagpur,939.5,871
3/22/2007,India,Maharashtra,Nagpur,945.5,876
3/23/2007,India,Maharashtra,Nagpur,942.5,873
3/24/2007,India,Maharashtra,Nagpur,936,867
3/26/2007,India,Maharashtra,Nagpur,935.5,867
3/27/2007,India,Maharashtra,Nagpur,937.5,869
3/28/2007,India,Maharashtra,Nagpur,937,868
3/29/2007,India,Maharashtra,Nagpur,940.5,871
3/30/2007,India,Maharashtra,Nagpur,940.5,871
04-02-2007,India,Maharashtra,Nagpur,941,872
04-03-2007,India,Maharashtra,Nagpur,935,866
04-04-2007,India,Maharashtra,Nagpur,932.5,864
04-05-2007,India,Maharashtra,Nagpur,944.5,875
04-06-2007,India,Maharashtra,Nagpur,944.5,875
04-07-2007,India,Maharashtra,Nagpur,945.5,876
04-09-2007,India,Maharashtra,Nagpur,942,873
04-10-2007,India,Maharashtra,Nagpur,945.5,876
04-11-2007,India,Maharashtra,Nagpur,947.5,878
04-12-2007,India,Maharashtra,Nagpur,948.5,879
4/13/2007,India,Maharashtra,Nagpur,945.5,876
4/16/2007,India,Maharashtra,Nagpur,946,877
4/17/2007,India,Maharashtra,Nagpur,937,868
4/18/2007,India,Maharashtra,Nagpur,941.5,872
4/19/2007,India,Maharashtra,Nagpur,942.5,873
4/20/2007,India,Maharashtra,Nagpur,936.5,868
4/21/2007,India,Maharashtra,Nagpur,942.5,873
4/23/2007,India,Maharashtra,Nagpur,940,871
4/24/2007,India,Maharashtra,Nagpur,928,860
4/25/2007,India,Maharashtra,Nagpur,919,852
4/26/2007,India,Maharashtra,Nagpur,913,846
4/27/2007,India,Maharashtra,Nagpur,901,835
4/28/2007,India,Maharashtra,Nagpur,912,845
4/30/2007,India,Maharashtra,Nagpur,913,846
05-02-2007,India,Maharashtra,Nagpur,906.5,840
05-03-2007,India,Maharashtra,Nagpur,909,842
05-04-2007,India,Maharashtra,Nagpur,910,843
05-05-2007,India,Maharashtra,Nagpur,919,852
05-07-2007,India,Maharashtra,Nagpur,914,847
05-08-2007,India,Maharashtra,Nagpur,914.5,847
05-09-2007,India,Maharashtra,Nagpur,916.5,849
05-10-2007,India,Maharashtra,Nagpur,909.5,843
05-11-2007,India,Maharashtra,Nagpur,900,834
05-12-2007,India,Maharashtra,Nagpur,905,839
5/14/2007,India,Maharashtra,Nagpur,902.5,836
5/15/2007,India,Maharashtra,Nagpur,892.5,827
5/16/2007,India,Maharashtra,Nagpur,896,830
5/17/2007,India,Maharashtra,Nagpur,885,820
5/18/2007,India,Maharashtra,Nagpur,880.5,816
5/19/2007,India,Maharashtra,Nagpur,881,816
5/21/2007,India,Maharashtra,Nagpur,879.5,815
5/22/2007,India,Maharashtra,Nagpur,881,816
5/23/2007,India,Maharashtra,Nagpur,873.5,809
5/24/2007,India,Maharashtra,Nagpur,877.5,813
5/25/2007,India,Maharashtra,Nagpur,869,805
5/26/2007,India,Maharashtra,Nagpur,870.5,807
5/28/2007,India,Maharashtra,Nagpur,870,806
5/29/2007,India,Maharashtra,Nagpur,870,806
5/30/2007,India,Maharashtra,Nagpur,873.5,809
5/31/2007,India,Maharashtra,Nagpur,874,810
06-01-2007,India,Maharashtra,Nagpur,877.5,813
06-02-2007,India,Maharashtra,Nagpur,888.5,823
06-04-2007,India,Maharashtra,Nagpur,886,821
06-05-2007,India,Maharashtra,Nagpur,889.5,824
06-06-2007,India,Maharashtra,Nagpur,888.5,823
06-07-2007,India,Maharashtra,Nagpur,891,826
06-08-2007,India,Maharashtra,Nagpur,881,816
06-09-2007,India,Maharashtra,Nagpur,873,809
06-11-2007,India,Maharashtra,Nagpur,871,807
06-12-2007,India,Maharashtra,Nagpur,869,805
6/13/2007,India,Maharashtra,Nagpur,864.5,801
6/14/2007,India,Maharashtra,Nagpur,868.5,805
6/15/2007,India,Maharashtra,Nagpur,870.5,807
6/16/2007,India,Maharashtra,Nagpur,874,810
6/18/2007,India,Maharashtra,Nagpur,875.5,811
6/19/2007,India,Maharashtra,Nagpur,872.5,808
6/20/2007,India,Maharashtra,Nagpur,878,814
6/21/2007,India,Maharashtra,Nagpur,872.5,808
6/22/2007,India,Maharashtra,Nagpur,868,804
6/23/2007,India,Maharashtra,Nagpur,871,807
6/25/2007,India,Maharashtra,Nagpur,869.5,806
6/26/2007,India,Maharashtra,Nagpur,869.5,806
6/27/2007,India,Maharashtra,Nagpur,861,798
6/28/2007,India,Maharashtra,Nagpur,862,799
6/29/2007,India,Maharashtra,Nagpur,863.5,800
6/30/2007,India,Maharashtra,Nagpur,865.5,802
07-02-2007,India,Maharashtra,Nagpur,865.5,802
07-03-2007,India,Maharashtra,Nagpur,870,806
07-04-2007,India,Maharashtra,Nagpur,865,802
07-05-2007,India,Maharashtra,Nagpur,866.5,803
07-06-2007,India,Maharashtra,Nagpur,857.5,795
07-07-2007,India,Maharashtra,Nagpur,864,801
07-09-2007,India,Maharashtra,Nagpur,866.5,803
07-10-2007,India,Maharashtra,Nagpur,870.5,807
07-11-2007,India,Maharashtra,Nagpur,875,811
07-12-2007,India,Maharashtra,Nagpur,874,810
7/13/2007,India,Maharashtra,Nagpur,880,815
7/14/2007,India,Maharashtra,Nagpur,880,815
7/16/2007,India,Maharashtra,Nagpur,880,815
7/17/2007,India,Maharashtra,Nagpur,876,812
7/18/2007,India,Maharashtra,Nagpur,879,814
7/19/2007,India,Maharashtra,Nagpur,885.5,821
7/20/2007,India,Maharashtra,Nagpur,890,825
7/21/2007,India,Maharashtra,Nagpur,899.5,833
7/23/2007,India,Maharashtra,Nagpur,898,832
7/24/2007,India,Maharashtra,Nagpur,896.5,831
7/25/2007,India,Maharashtra,Nagpur,892.5,827
7/26/2007,India,Maharashtra,Nagpur,889.5,824
7/27/2007,India,Maharashtra,Nagpur,877.5,813
7/28/2007,India,Maharashtra,Nagpur,874,810
7/30/2007,India,Maharashtra,Nagpur,875.5,811
7/31/2007,India,Maharashtra,Nagpur,878,814
08-01-2007,India,Maharashtra,Nagpur,874.5,810
08-02-2007,India,Maharashtra,Nagpur,876.5,812
08-03-2007,India,Maharashtra,Nagpur,877.5,813
08-04-2007,India,Maharashtra,Nagpur,887,822
08-06-2007,India,Maharashtra,Nagpur,888.5,823
08-07-2007,India,Maharashtra,Nagpur,882,817
08-08-2007,India,Maharashtra,Nagpur,886.5,821
08-09-2007,India,Maharashtra,Nagpur,889,824
08-10-2007,India,Maharashtra,Nagpur,881,816
08-11-2007,India,Maharashtra,Nagpur,891,826
8/13/2007,India,Maharashtra,Nagpur,887.5,822
8/14/2007,India,Maharashtra,Nagpur,887.5,822
8/16/2007,India,Maharashtra,Nagpur,893,827
8/17/2007,India,Maharashtra,Nagpur,883,818
8/18/2007,India,Maharashtra,Nagpur,888,823
8/20/2007,India,Maharashtra,Nagpur,883.5,819
8/21/2007,India,Maharashtra,Nagpur,883,818
8/22/2007,India,Maharashtra,Nagpur,880.5,816
8/23/2007,India,Maharashtra,Nagpur,888,823
8/24/2007,India,Maharashtra,Nagpur,885,820
8/25/2007,India,Maharashtra,Nagpur,893.5,828
8/27/2007,India,Maharashtra,Nagpur,893,827
8/28/2007,India,Maharashtra,Nagpur,895,829
8/29/2007,India,Maharashtra,Nagpur,893.5,828
8/30/2007,India,Maharashtra,Nagpur,893.5,828
8/31/2007,India,Maharashtra,Nagpur,893.5,828
09-01-2007,India,Maharashtra,Nagpur,896.5,831
09-03-2007,India,Maharashtra,Nagpur,897.5,832
09-04-2007,India,Maharashtra,Nagpur,898,832
09-05-2007,India,Maharashtra,Nagpur,907.5,841
09-06-2007,India,Maharashtra,Nagpur,910,843
09-07-2007,India,Maharashtra,Nagpur,922.5,855
09-08-2007,India,Maharashtra,Nagpur,931,863
09-10-2007,India,Maharashtra,Nagpur,933,865
09-11-2007,India,Maharashtra,Nagpur,933,865
09-12-2007,India,Maharashtra,Nagpur,940.5,871
9/13/2007,India,Maharashtra,Nagpur,934.5,866
9/14/2007,India,Maharashtra,Nagpur,931,863
9/17/2007,India,Maharashtra,Nagpur,938,869
9/18/2007,India,Maharashtra,Nagpur,945,876
9/19/2007,India,Maharashtra,Nagpur,949,879
9/20/2007,India,Maharashtra,Nagpur,948,878
