Date,Country,State,City,Pure Gold,Standard Gold
05-03-2013,India,Maharashtra,Nagpur,2773,2593
05-04-2013,India,Maharashtra,Nagpur,2760.5,2581
05-06-2013,India,Maharashtra,Nagpur,2757,2578
05-07-2013,India,Maharashtra,Nagpur,2741,2563
05-08-2013,India,Maharashtra,Nagpur,2721.5,2545
05-09-2013,India,Maharashtra,Nagpur,2752,2573
05-10-2013,India,Maharashtra,Nagpur,2733.5,2556
05-11-2013,India,Maharashtra,Nagpur,2739.5,2561
5/13/2013,India,Maharashtra,Nagpur,2717,2540
5/14/2013,India,Maharashtra,Nagpur,2748,2569
5/15/2013,India,Maharashtra,Nagpur,2709,2533
5/16/2013,India,Maharashtra,Nagpur,2658,2485
5/17/2013,India,Maharashtra,Nagpur,2661,2488
5/18/2013,India,Maharashtra,Nagpur,2649.5,2477
5/20/2013,India,Maharashtra,Nagpur,2616.5,2446
5/21/2013,India,Maharashtra,Nagpur,2658,2485
5/22/2013,India,Maharashtra,Nagpur,2670,2496
5/23/2013,India,Maharashtra,Nagpur,2678,2504
5/24/2013,India,Maharashtra,Nagpur,2673.5,2500
5/25/2013,India,Maharashtra,Nagpur,2676.5,2502
5/27/2013,India,Maharashtra,Nagpur,2677.5,2503
5/28/2013,India,Maharashtra,Nagpur,2663,2490
5/29/2013,India,Maharashtra,Nagpur,2678.5,2504
5/30/2013,India,Maharashtra,Nagpur,2712,2536
5/31/2013,India,Maharashtra,Nagpur,2745,2567
06-01-2013,India,Maharashtra,Nagpur,2708.5,2532
06-03-2013,India,Maharashtra,Nagpur,2718.5,2542
06-04-2013,India,Maharashtra,Nagpur,2729,2552
06-05-2013,India,Maharashtra,Nagpur,2727,2550
06-06-2013,India,Maharashtra,Nagpur,2784,2603
06-07-2013,India,Maharashtra,Nagpur,2812.5,2630
06-08-2013,India,Maharashtra,Nagpur,2769,2589
06-10-2013,India,Maharashtra,Nagpur,2789,2608
06-11-2013,India,Maharashtra,Nagpur,2792.5,2611
06-12-2013,India,Maharashtra,Nagpur,2789.5,2608
6/13/2013,India,Maharashtra,Nagpur,2817.5,2634
6/14/2013,India,Maharashtra,Nagpur,2775,2595
6/15/2013,India,Maharashtra,Nagpur,2799,2617
6/17/2013,India,Maharashtra,Nagpur,2796.5,2615
6/18/2013,India,Maharashtra,Nagpur,2821.5,2638
6/19/2013,India,Maharashtra,Nagpur,2809,2626
6/20/2013,India,Maharashtra,Nagpur,2742,2564
6/21/2013,India,Maharashtra,Nagpur,2712,2536
6/22/2013,India,Maharashtra,Nagpur,2730,2553
6/24/2013,India,Maharashtra,Nagpur,2709.5,2533
6/25/2013,India,Maharashtra,Nagpur,2702,2526
6/26/2013,India,Maharashtra,Nagpur,2628,2457
6/27/2013,India,Maharashtra,Nagpur,2642,2470
6/28/2013,India,Maharashtra,Nagpur,2544,2379
6/29/2013,India,Maharashtra,Nagpur,2606,2437
07-01-2013,India,Maharashtra,Nagpur,2605,2436
07-02-2013,India,Maharashtra,Nagpur,2649.5,2477
07-03-2013,India,Maharashtra,Nagpur,2645,2473
07-04-2013,India,Maharashtra,Nagpur,2646.5,2474
07-05-2013,India,Maharashtra,Nagpur,2624.5,2454
07-06-2013,India,Maharashtra,Nagpur,2628.5,2458
07-08-2013,India,Maharashtra,Nagpur,2622.5,2452
07-09-2013,India,Maharashtra,Nagpur,2641.5,2470
07-10-2013,India,Maharashtra,Nagpur,2643.5,2472
07-11-2013,India,Maharashtra,Nagpur,2689.5,2515
07-12-2013,India,Maharashtra,Nagpur,2680,2506
7/13/2013,India,Maharashtra,Nagpur,2683.5,2509
7/15/2013,India,Maharashtra,Nagpur,2686.5,2512
7/16/2013,India,Maharashtra,Nagpur,2671.5,2498
7/17/2013,India,Maharashtra,Nagpur,2682,2508
7/18/2013,India,Maharashtra,Nagpur,2675.5,2502
7/19/2013,India,Maharashtra,Nagpur,2690.5,2516
7/20/2013,India,Maharashtra,Nagpur,2694.5,2519
7/22/2013,India,Maharashtra,Nagpur,2735,2557
7/23/2013,India,Maharashtra,Nagpur,2775,2595
7/24/2013,India,Maharashtra,Nagpur,2773,2593
7/25/2013,India,Maharashtra,Nagpur,2745,2567
7/26/2013,India,Maharashtra,Nagpur,2790.5,2609
7/27/2013,India,Maharashtra,Nagpur,2805.5,2623
7/29/2013,India,Maharashtra,Nagpur,2817.5,2634
7/30/2013,India,Maharashtra,Nagpur,2842,2657
7/31/2013,India,Maharashtra,Nagpur,2878,2691
08-01-2013,India,Maharashtra,Nagpur,2840.5,2656
08-02-2013,India,Maharashtra,Nagpur,2796,2614
08-03-2013,India,Maharashtra,Nagpur,2845,2660
08-05-2013,India,Maharashtra,Nagpur,2822,2639
08-06-2013,India,Maharashtra,Nagpur,2827,2643
08-07-2013,India,Maharashtra,Nagpur,2799.5,2618
08-08-2013,India,Maharashtra,Nagpur,2824,2640
08-09-2013,India,Maharashtra,Nagpur,2848,2663
08-10-2013,India,Maharashtra,Nagpur,2865,2679
08-12-2013,India,Maharashtra,Nagpur,2898,2710
8/13/2013,India,Maharashtra,Nagpur,2981,2787
8/14/2013,India,Maharashtra,Nagpur,2969.5,2776
8/16/2013,India,Maharashtra,Nagpur,3081,2881
8/17/2013,India,Maharashtra,Nagpur,3150.5,2946
8/19/2013,India,Maharashtra,Nagpur,3142.5,2938
8/20/2013,India,Maharashtra,Nagpur,3135,2931
8/21/2013,India,Maharashtra,Nagpur,3182,2975
8/22/2013,India,Maharashtra,Nagpur,3173,2967
8/23/2013,India,Maharashtra,Nagpur,3202,2994
8/24/2013,India,Maharashtra,Nagpur,3260,3048
8/26/2013,India,Maharashtra,Nagpur,3256.5,3045
8/27/2013,India,Maharashtra,Nagpur,3103,2901
8/28/2013,India,Maharashtra,Nagpur,3178,2971
8/29/2013,India,Maharashtra,Nagpur,3104.5,2903
8/30/2013,India,Maharashtra,Nagpur,3019.5,2823
8/31/2013,India,Maharashtra,Nagpur,3039.5,2842
09-02-2013,India,Maharashtra,Nagpur,3029,2832
09-03-2013,India,Maharashtra,Nagpur,3064,2865
09-04-2013,India,Maharashtra,Nagpur,3017.5,2821
09-05-2013,India,Maharashtra,Nagpur,3030.5,2834
09-06-2013,India,Maharashtra,Nagpur,2997.5,2803
09-07-2013,India,Maharashtra,Nagpur,3031,2834
09-09-2013,India,Maharashtra,Nagpur,3031,2834
09-10-2013,India,Maharashtra,Nagpur,3025.5,2829
09-11-2013,India,Maharashtra,Nagpur,3017,2821
09-12-2013,India,Maharashtra,Nagpur,3012,2816
9/13/2013,India,Maharashtra,Nagpur,3019.5,2823
9/14/2013,India,Maharashtra,Nagpur,3032,2835
9/16/2013,India,Maharashtra,Nagpur,2980,2786
9/17/2013,India,Maharashtra,Nagpur,2999,2804
9/18/2013,India,Maharashtra,Nagpur,2972.5,2779
9/19/2013,India,Maharashtra,Nagpur,3039,2841
9/20/2013,India,Maharashtra,Nagpur,3036.5,2839
9/21/2013,India,Maharashtra,Nagpur,3017,2821
9/23/2013,India,Maharashtra,Nagpur,2998,2803
9/24/2013,India,Maharashtra,Nagpur,2969.5,2776
9/25/2013,India,Maharashtra,Nagpur,2979.5,2786
9/26/2013,India,Maharashtra,Nagpur,2979.5,2786
9/27/2013,India,Maharashtra,Nagpur,2967.5,2775
9/28/2013,India,Maharashtra,Nagpur,3023,2827
9/30/2013,India,Maharashtra,Nagpur,2983,2789
10-01-2013,India,Maharashtra,Nagpur,2973.5,2780
10-02-2013,India,Maharashtra,Nagpur,2973.5,2780
10-03-2013,India,Maharashtra,Nagpur,2938,2747
10-04-2013,India,Maharashtra,Nagpur,2958.5,2766
10-05-2013,India,Maharashtra,Nagpur,2948.5,2757
10-07-2013,India,Maharashtra,Nagpur,2966,2773
10-08-2013,India,Maharashtra,Nagpur,2995,2800
10-09-2013,India,Maharashtra,Nagpur,2995,2800
10-10-2013,India,Maharashtra,Nagpur,3011,2815
10-11-2013,India,Maharashtra,Nagpur,2992.5,2798
10-12-2013,India,Maharashtra,Nagpur,2994.5,2800
10/14/2013,India,Maharashtra,Nagpur,3018,2822
10/15/2013,India,Maharashtra,Nagpur,3019.5,2823
10/16/2013,India,Maharashtra,Nagpur,3050.5,2852
10/17/2013,India,Maharashtra,Nagpur,3101,2899
10/18/2013,India,Maharashtra,Nagpur,3117,2914
10/19/2013,India,Maharashtra,Nagpur,3107,2905
10/21/2013,India,Maharashtra,Nagpur,3126.5,2923
10/22/2013,India,Maharashtra,Nagpur,3153.5,2949
10/23/2013,India,Maharashtra,Nagpur,3186,2979
10/24/2013,India,Maharashtra,Nagpur,3176,2970
10/25/2013,India,Maharashtra,Nagpur,3089,2917
10/26/2013,India,Maharashtra,Nagpur,3089,2917
10/28/2013,India,Maharashtra,Nagpur,3081,2910
10/29/2013,India,Maharashtra,Nagpur,3079,2908
10/30/2013,India,Maharashtra,Nagpur,3079,2908
10/31/2013,India,Maharashtra,Nagpur,3049.5,2880
11-01-2013,India,Maharashtra,Nagpur,3029.5,2861
11-04-2013,India,Maharashtra,Nagpur,3019.5,2851
11-05-2013,India,Maharashtra,Nagpur,3012.5,2845
11-06-2013,India,Maharashtra,Nagpur,3024.5,2856
11-07-2013,India,Maharashtra,Nagpur,3032.5,2863
11-08-2013,India,Maharashtra,Nagpur,3029.5,2861
11-09-2013,India,Maharashtra,Nagpur,3026.5,2858
11-11-2013,India,Maharashtra,Nagpur,3032.5,2863
11-12-2013,India,Maharashtra,Nagpur,3054,2884
11/13/2013,India,Maharashtra,Nagpur,3069,2899
11/14/2013,India,Maharashtra,Nagpur,3089,2917
11/15/2013,India,Maharashtra,Nagpur,3089,2917
11/16/2013,India,Maharashtra,Nagpur,3089,2917
11/18/2013,India,Maharashtra,Nagpur,3079,2908
11/19/2013,India,Maharashtra,Nagpur,3059,2889
11/20/2013,India,Maharashtra,Nagpur,3072,2901
11/21/2013,India,Maharashtra,Nagpur,3056,2886
11/22/2013,India,Maharashtra,Nagpur,3064,2894
11/23/2013,India,Maharashtra,Nagpur,3054,2884
11/25/2013,India,Maharashtra,Nagpur,3044.5,2875
11/26/2013,India,Maharashtra,Nagpur,3054,2884
11/27/2013,India,Maharashtra,Nagpur,3048.5,2879
11/28/2013,India,Maharashtra,Nagpur,3039.5,2870
11/29/2013,India,Maharashtra,Nagpur,3036.5,2867
11/30/2013,India,Maharashtra,Nagpur,3034.5,2865
12-02-2013,India,Maharashtra,Nagpur,3021.5,2853
12-03-2013,India,Maharashtra,Nagpur,3007,2840
12-04-2013,India,Maharashtra,Nagpur,3000,2833
12-05-2013,India,Maharashtra,Nagpur,3011.5,2844
12-06-2013,India,Maharashtra,Nagpur,2998,2831
12-07-2013,India,Maharashtra,Nagpur,2999,2832
12-09-2013,India,Maharashtra,Nagpur,2983,2817
12-10-2013,India,Maharashtra,Nagpur,2987,2821
12-11-2013,India,Maharashtra,Nagpur,2996,2829
12-12-2013,India,Maharashtra,Nagpur,2992,2826
12/13/2013,India,Maharashtra,Nagpur,2979,2813
12/14/2013,India,Maharashtra,Nagpur,2988,2822
12/16/2013,India,Maharashtra,Nagpur,2977,2812
12/17/2013,India,Maharashtra,Nagpur,2974,2809
12/18/2013,India,Maharashtra,Nagpur,2990,2805
12/19/2013,India,Maharashtra,Nagpur,2975,2782
12/20/2013,India,Maharashtra,Nagpur,2970,2776
12/21/2013,India,Maharashtra,Nagpur,2977,2784
12/23/2013,India,Maharashtra,Nagpur,2975,2782
12/24/2013,India,Maharashtra,Nagpur,2975,2782
12/25/2013,India,Maharashtra,Nagpur,2979,2786
12/26/2013,India,Maharashtra,Nagpur,2979,2786
12/27/2013,India,Maharashtra,Nagpur,2975,2782
12/28/2013,India,Maharashtra,Nagpur,2980,2787
12/30/2013,India,Maharashtra,Nagpur,2970,2776
12/31/2013,India,Maharashtra,Nagpur,2953,2760
01-01-2014,India,Maharashtra,Nagpur,2951,2759
01-02-2014,India,Maharashtra,Nagpur,2965,2772
01-03-2014,India,Maharashtra,Nagpur,2975,2782
01-04-2014,India,Maharashtra,Nagpur,2975,2782
01-06-2014,India,Maharashtra,Nagpur,2971,2778
01-07-2014,India,Maharashtra,Nagpur,2972,2779
01-08-2014,India,Maharashtra,Nagpur,2966,2773
01-09-2014,India,Maharashtra,Nagpur,2963,2770
01-10-2014,India,Maharashtra,Nagpur,2965,2772
01-11-2014,India,Maharashtra,Nagpur,2971,2778
1/13/2014,India,Maharashtra,Nagpur,2975,2782
1/14/2014,India,Maharashtra,Nagpur,2957.5,2765
1/15/2014,India,Maharashtra,Nagpur,2946.5,2755
1/16/2014,India,Maharashtra,Nagpur,2972,2779
1/17/2014,India,Maharashtra,Nagpur,2972,2779
1/18/2014,India,Maharashtra,Nagpur,2990,2796
1/20/2014,India,Maharashtra,Nagpur,2998,2803
1/21/2014,India,Maharashtra,Nagpur,2997,2802
1/22/2014,India,Maharashtra,Nagpur,2993,2798
1/23/2014,India,Maharashtra,Nagpur,2987,2793
1/24/2014,India,Maharashtra,Nagpur,2995,2800
1/25/2014,India,Maharashtra,Nagpur,3008,2812
1/27/2014,India,Maharashtra,Nagpur,3013,2817
1/28/2014,India,Maharashtra,Nagpur,2998,2803
1/29/2014,India,Maharashtra,Nagpur,2993,2798
1/30/2014,India,Maharashtra,Nagpur,3000,2805
1/31/2014,India,Maharashtra,Nagpur,2990,2796
02-01-2014,India,Maharashtra,Nagpur,2995,2800
02-03-2014,India,Maharashtra,Nagpur,2997,2802
02-04-2014,India,Maharashtra,Nagpur,3000,2805
02-05-2014,India,Maharashtra,Nagpur,3002,2807
02-06-2014,India,Maharashtra,Nagpur,3005,2810
02-07-2014,India,Maharashtra,Nagpur,3010,2814
02-08-2014,India,Maharashtra,Nagpur,3015,2819
02-10-2014,India,Maharashtra,Nagpur,3017,2821
02-11-2014,India,Maharashtra,Nagpur,3023,2826
02-12-2014,India,Maharashtra,Nagpur,3027,2830
2/13/2014,India,Maharashtra,Nagpur,3036,2839
2/14/2014,India,Maharashtra,Nagpur,3059,2860
2/15/2014,India,Maharashtra,Nagpur,3062,2862
2/17/2014,India,Maharashtra,Nagpur,3085,2885
2/18/2014,India,Maharashtra,Nagpur,3085,2884
2/19/2014,India,Maharashtra,Nagpur,3078,2877
2/20/2014,India,Maharashtra,Nagpur,3087,2886
2/21/2014,India,Maharashtra,Nagpur,3071,2871
2/22/2014,India,Maharashtra,Nagpur,3070,2870
2/24/2014,India,Maharashtra,Nagpur,3075,2875
2/25/2014,India,Maharashtra,Nagpur,3077,2876
2/26/2014,India,Maharashtra,Nagpur,3078,2877
2/27/2014,India,Maharashtra,Nagpur,3065,2865
2/28/2014,India,Maharashtra,Nagpur,3080,2880
03-01-2014,India,Maharashtra,Nagpur,3068,2868
03-03-2014,India,Maharashtra,Nagpur,3084,2884
03-04-2014,India,Maharashtra,Nagpur,3074,2874
03-05-2014,India,Maharashtra,Nagpur,3068,2868
03-06-2014,India,Maharashtra,Nagpur,3040,2842
03-07-2014,India,Maharashtra,Nagpur,3046,2847
03-08-2014,India,Maharashtra,Nagpur,3045,2847
03-10-2014,India,Maharashtra,Nagpur,3034.5,2837
03-11-2014,India,Maharashtra,Nagpur,3032,2835
03-12-2014,India,Maharashtra,Nagpur,3040,2842
3/13/2014,India,Maharashtra,Nagpur,3037,2840
3/14/2014,India,Maharashtra,Nagpur,3037,2840
3/15/2014,India,Maharashtra,Nagpur,3037,2840
3/17/2014,India,Maharashtra,Nagpur,3047,2848
3/18/2014,India,Maharashtra,Nagpur,3029,2836
3/19/2014,India,Maharashtra,Nagpur,3024,2827
3/20/2014,India,Maharashtra,Nagpur,2997,2802
3/21/2014,India,Maharashtra,Nagpur,2997,2802
3/22/2014,India,Maharashtra,Nagpur,2996,2801
3/24/2014,India,Maharashtra,Nagpur,2975,2782
3/25/2014,India,Maharashtra,Nagpur,2940,2749
3/26/2014,India,Maharashtra,Nagpur,2926,2736
3/27/2014,India,Maharashtra,Nagpur,2881,2694
3/28/2014,India,Maharashtra,Nagpur,2885,2698
3/29/2014,India,Maharashtra,Nagpur,2887,2700
3/31/2014,India,Maharashtra,Nagpur,2889,2702
04-01-2014,India,Maharashtra,Nagpur,2884,2697
04-02-2014,India,Maharashtra,Nagpur,2875,2688
04-03-2014,India,Maharashtra,Nagpur,2904,2715
04-04-2014,India,Maharashtra,Nagpur,2915,2725
04-05-2014,India,Maharashtra,Nagpur,2929,2738
04-07-2014,India,Maharashtra,Nagpur,2929,2738
04-08-2014,India,Maharashtra,Nagpur,2940,2749
04-09-2014,India,Maharashtra,Nagpur,2952,2760
04-10-2014,India,Maharashtra,Nagpur,2969,2775
04-11-2014,India,Maharashtra,Nagpur,2971,2778
04-12-2014,India,Maharashtra,Nagpur,2980,2787
4/14/2014,India,Maharashtra,Nagpur,3005,2810
4/15/2014,India,Maharashtra,Nagpur,2994,2799
4/16/2014,India,Maharashtra,Nagpur,2986,2792
4/17/2014,India,Maharashtra,Nagpur,2996,2801
4/18/2014,India,Maharashtra,Nagpur,2994,2799
4/19/2014,India,Maharashtra,Nagpur,2997,2802
4/21/2014,India,Maharashtra,Nagpur,2993,2798
4/22/2014,India,Maharashtra,Nagpur,3004,2809
4/23/2014,India,Maharashtra,Nagpur,3011,2815
4/24/2014,India,Maharashtra,Nagpur,3011,2815
4/25/2014,India,Maharashtra,Nagpur,3011.5,2816
4/26/2014,India,Maharashtra,Nagpur,3019.5,2823
4/28/2014,India,Maharashtra,Nagpur,3016.5,2820
4/29/2014,India,Maharashtra,Nagpur,3005,2810
4/30/2014,India,Maharashtra,Nagpur,3005,2810
05-01-2014,India,Maharashtra,Nagpur,3010,2814
05-02-2014,India,Maharashtra,Nagpur,2995,2800
05-03-2014,India,Maharashtra,Nagpur,3014.5,2819
05-05-2014,India,Maharashtra,Nagpur,3019.5,2823
05-06-2014,India,Maharashtra,Nagpur,3017.5,2821
05-07-2014,India,Maharashtra,Nagpur,3019.5,2823
05-08-2014,India,Maharashtra,Nagpur,2995,2800
05-09-2014,India,Maharashtra,Nagpur,2998,2803
05-10-2014,India,Maharashtra,Nagpur,2996,2801
05-12-2014,India,Maharashtra,Nagpur,2985,2791
5/13/2014,India,Maharashtra,Nagpur,2990,2796
5/14/2014,India,Maharashtra,Nagpur,2985,2791
5/15/2014,India,Maharashtra,Nagpur,2988,2794
5/16/2014,India,Maharashtra,Nagpur,2950.5,2759
5/17/2014,India,Maharashtra,Nagpur,2935.5,2745
5/19/2014,India,Maharashtra,Nagpur,2930.5,2740
5/20/2014,India,Maharashtra,Nagpur,2915.5,2726
5/21/2014,India,Maharashtra,Nagpur,2911,2722
5/22/2014,India,Maharashtra,Nagpur,2831,2647
5/23/2014,India,Maharashtra,Nagpur,2826,2642
5/24/2014,India,Maharashtra,Nagpur,2828.5,2645
5/26/2014,India,Maharashtra,Nagpur,2830,2646
5/27/2014,India,Maharashtra,Nagpur,2832,2648
5/28/2014,India,Maharashtra,Nagpur,2790,2609
5/29/2014,India,Maharashtra,Nagpur,2768,2588
5/30/2014,India,Maharashtra,Nagpur,2760,2581
5/31/2014,India,Maharashtra,Nagpur,2758,2579
06-02-2014,India,Maharashtra,Nagpur,2755,2576
06-03-2014,India,Maharashtra,Nagpur,2741,2563
06-04-2014,India,Maharashtra,Nagpur,2733,2555
06-05-2014,India,Maharashtra,Nagpur,2715,2539
06-06-2014,India,Maharashtra,Nagpur,2725,2548
06-07-2014,India,Maharashtra,Nagpur,2715,2539
06-09-2014,India,Maharashtra,Nagpur,2712,2536
06-10-2014,India,Maharashtra,Nagpur,2714,2538
06-11-2014,India,Maharashtra,Nagpur,2723,2546
06-12-2014,India,Maharashtra,Nagpur,2722,2545
6/13/2014,India,Maharashtra,Nagpur,2761,2582
6/14/2014,India,Maharashtra,Nagpur,2774,2594
6/16/2014,India,Maharashtra,Nagpur,2810,2627
6/17/2014,India,Maharashtra,Nagpur,2776,2596
6/18/2014,India,Maharashtra,Nagpur,2791,2610
6/19/2014,India,Maharashtra,Nagpur,2798,2616
6/20/2014,India,Maharashtra,Nagpur,2853,2668
6/21/2014,India,Maharashtra,Nagpur,2867,2686
6/23/2014,India,Maharashtra,Nagpur,2867,2681
6/24/2014,India,Maharashtra,Nagpur,2876,2689
6/25/2014,India,Maharashtra,Nagpur,2854,2668
6/26/2014,India,Maharashtra,Nagpur,2854,2668
6/27/2014,India,Maharashtra,Nagpur,2854,2668
6/28/2014,India,Maharashtra,Nagpur,2855,2669
6/30/2014,India,Maharashtra,Nagpur,2845,2660
07-01-2014,India,Maharashtra,Nagpur,2875,2688
07-02-2014,India,Maharashtra,Nagpur,2851,2666
07-03-2014,India,Maharashtra,Nagpur,2837,2653
07-04-2014,India,Maharashtra,Nagpur,2840,2655
07-05-2014,India,Maharashtra,Nagpur,2843,2658
07-07-2014,India,Maharashtra,Nagpur,2826,2642
07-08-2014,India,Maharashtra,Nagpur,2830,2646
07-09-2014,India,Maharashtra,Nagpur,2845,2660
07-10-2014,India,Maharashtra,Nagpur,2904,2715
07-11-2014,India,Maharashtra,Nagpur,2900,2712
07-12-2014,India,Maharashtra,Nagpur,2902,2713
7/14/2014,India,Maharashtra,Nagpur,2877,2690
7/15/2014,India,Maharashtra,Nagpur,2856,2670
7/16/2014,India,Maharashtra,Nagpur,2824,2640
7/17/2014,India,Maharashtra,Nagpur,2836,2652
7/18/2014,India,Maharashtra,Nagpur,2855,2669
7/19/2014,India,Maharashtra,Nagpur,2855,2669
7/21/2014,India,Maharashtra,Nagpur,2856,2670
7/22/2014,India,Maharashtra,Nagpur,2840,2655
7/23/2014,India,Maharashtra,Nagpur,2843,2658
7/24/2014,India,Maharashtra,Nagpur,2825,2641
7/25/2014,India,Maharashtra,Nagpur,2814,2631
7/26/2014,India,Maharashtra,Nagpur,2835,2651
7/28/2014,India,Maharashtra,Nagpur,2833,2649
7/29/2014,India,Maharashtra,Nagpur,2838,2654
7/30/2014,India,Maharashtra,Nagpur,2827,2643
7/31/2014,India,Maharashtra,Nagpur,2834,2650
08-01-2014,India,Maharashtra,Nagpur,2841,2656
08-02-2014,India,Maharashtra,Nagpur,2853,2668
08-04-2014,India,Maharashtra,Nagpur,2855,2669
08-05-2014,India,Maharashtra,Nagpur,2840,2655
08-06-2014,India,Maharashtra,Nagpur,2861,2675
08-07-2014,India,Maharashtra,Nagpur,2887,2699
08-08-2014,India,Maharashtra,Nagpur,2917,2727
08-09-2014,India,Maharashtra,Nagpur,2892,2704
08-11-2014,India,Maharashtra,Nagpur,2893,2705
08-12-2014,India,Maharashtra,Nagpur,2899,2711
8/13/2014,India,Maharashtra,Nagpur,2901,2712
8/14/2014,India,Maharashtra,Nagpur,2895,2707
8/16/2014,India,Maharashtra,Nagpur,2880,2693
8/18/2014,India,Maharashtra,Nagpur,2871,2684
8/19/2014,India,Maharashtra,Nagpur,2862,2676
8/20/2014,India,Maharashtra,Nagpur,2851,2666
8/21/2014,India,Maharashtra,Nagpur,2827,2643
8/22/2014,India,Maharashtra,Nagpur,2811,2628
8/23/2014,India,Maharashtra,Nagpur,2809,2626
8/25/2014,India,Maharashtra,Nagpur,2803,2621
8/26/2014,India,Maharashtra,Nagpur,2823,2640
8/27/2014,India,Maharashtra,Nagpur,2815,2632
8/28/2014,India,Maharashtra,Nagpur,2827,2643
8/29/2014,India,Maharashtra,Nagpur,2835,2651
8/30/2014,India,Maharashtra,Nagpur,2829,2645
09-01-2014,India,Maharashtra,Nagpur,2821,2638
09-02-2014,India,Maharashtra,Nagpur,2804,2622
09-03-2014,India,Maharashtra,Nagpur,2777,2596
09-04-2014,India,Maharashtra,Nagpur,2785,2604
09-05-2014,India,Maharashtra,Nagpur,2771,2591
09-06-2014,India,Maharashtra,Nagpur,2771,2591
09-08-2014,India,Maharashtra,Nagpur,2770,2590
09-09-2014,India,Maharashtra,Nagpur,2761,2582
09-10-2014,India,Maharashtra,Nagpur,2769,2589
09-11-2014,India,Maharashtra,Nagpur,2749,2570
09-12-2014,India,Maharashtra,Nagpur,2730,2553
9/13/2014,India,Maharashtra,Nagpur,2729,2552
9/15/2014,India,Maharashtra,Nagpur,2737,2559
9/16/2014,India,Maharashtra,Nagpur,2743,2565
9/17/2014,India,Maharashtra,Nagpur,2728,2551
9/18/2014,India,Maharashtra,Nagpur,2700,2525
9/19/2014,India,Maharashtra,Nagpur,2693,2518
9/20/2014,India,Maharashtra,Nagpur,2686,2511
9/22/2014,India,Maharashtra,Nagpur,2679,2505
9/23/2014,India,Maharashtra,Nagpur,2703,2527
9/24/2014,India,Maharashtra,Nagpur,2702,2526
9/25/2014,India,Maharashtra,Nagpur,2692,2517
9/26/2014,India,Maharashtra,Nagpur,2719,2542
9/27/2014,India,Maharashtra,Nagpur,2717,2540
9/29/2014,India,Maharashtra,Nagpur,2728,2551
9/30/2014,India,Maharashtra,Nagpur,2719,2542
10-01-2014,India,Maharashtra,Nagpur,2722,2545
10-02-2014,India,Maharashtra,Nagpur,2738,2560
10-03-2014,India,Maharashtra,Nagpur,2727,2550
10-04-2014,India,Maharashtra,Nagpur,2692,2517
10-06-2014,India,Maharashtra,Nagpur,2696,2521
10-07-2014,India,Maharashtra,Nagpur,2713,2537
10-08-2014,India,Maharashtra,Nagpur,2732,2554
10-09-2014,India,Maharashtra,Nagpur,2727,2550
10-10-2014,India,Maharashtra,Nagpur,2729,2552
10-11-2014,India,Maharashtra,Nagpur,2733,2555
10/13/2014,India,Maharashtra,Nagpur,2741,2563
10/14/2014,India,Maharashtra,Nagpur,2748,2569
10/15/2014,India,Maharashtra,Nagpur,2744,2566
10/16/2014,India,Maharashtra,Nagpur,2778,2597
10/17/2014,India,Maharashtra,Nagpur,2769,2589
10/18/2014,India,Maharashtra,Nagpur,2757,2578
10/20/2014,India,Maharashtra,Nagpur,2763,2583
10/21/2014,India,Maharashtra,Nagpur,2784,2603
10/22/2014,India,Maharashtra,Nagpur,2771,2591
10/23/2014,India,Maharashtra,Nagpur,2767,2587
10/24/2014,India,Maharashtra,Nagpur,2746,2568
10/25/2014,India,Maharashtra,Nagpur,2747,2568
10/27/2014,India,Maharashtra,Nagpur,2742,2564
10/28/2014,India,Maharashtra,Nagpur,2740,2562
10/29/2014,India,Maharashtra,Nagpur,2739,2561
10/30/2014,India,Maharashtra,Nagpur,2697,2522
10/31/2014,India,Maharashtra,Nagpur,2634,2463
11-01-2014,India,Maharashtra,Nagpur,2642,2470
11-03-2014,India,Maharashtra,Nagpur,2630,2459
11-04-2014,India,Maharashtra,Nagpur,2628,2457
11-05-2014,India,Maharashtra,Nagpur,2590,2422
11-06-2014,India,Maharashtra,Nagpur,2591,2423
11-07-2014,India,Maharashtra,Nagpur,2592,2424
11-08-2014,India,Maharashtra,Nagpur,2640,2468
11-09-2014,India,Maharashtra,Nagpur,2640,2468
11-10-2014,India,Maharashtra,Nagpur,2636,2465
11-11-2014,India,Maharashtra,Nagpur,2602,2433
11-12-2014,India,Maharashtra,Nagpur,2622,2452
11/13/2014,India,Maharashtra,Nagpur,2617,2447
11/14/2014,India,Maharashtra,Nagpur,2608,2438
11/15/2014,India,Maharashtra,Nagpur,2683,2509
11/17/2014,India,Maharashtra,Nagpur,2665,2492
11/18/2014,India,Maharashtra,Nagpur,2690,2515
11/19/2014,India,Maharashtra,Nagpur,2698,2523
11/20/2014,India,Maharashtra,Nagpur,2676,2502
11/21/2014,India,Maharashtra,Nagpur,2670,2496
11/22/2014,India,Maharashtra,Nagpur,2678,2504
11/24/2014,India,Maharashtra,Nagpur,2686,2511
11/25/2014,India,Maharashtra,Nagpur,2682,2508
11/26/2014,India,Maharashtra,Nagpur,2672,2498
11/27/2014,India,Maharashtra,Nagpur,2669,2496
11/28/2014,India,Maharashtra,Nagpur,2652,2457
11/29/2014,India,Maharashtra,Nagpur,2635,2419
